CustomerID,Gender,Age,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size
1392,1,35,111871,30,Doctor,10,1
1393,0,5,112884,43,Healthcare,0,6
1394,1,47,121267,58,Engineer,1,1
1395,1,48,151519,93,Artist,7,2
1396,1,34,105448,40,Artist,0,5
1397,1,20,92048,91,Healthcare,1,1
1398,0,61,99980,94,Healthcare,10,1
1399,0,16,84003,68,Artist,9,6
1400,0,2,110889,95,Executive,1,2
1401,1,52,82478,95,Executive,10,1
1402,0,99,139685,20,Healthcare,1,4
1403,1,84,182374,62,Entertainment,0,6
1404,1,58,119366,94,Engineer,4,2
1405,1,91,53788,57,Doctor,0,2
1406,1,1,90341,92,Doctor,0,2
1407,1,67,118348,94,Engineer,1,7
1408,0,56,137428,87,Artist,0,2
1409,1,62,106982,53,Entertainment,1,7
1410,1,12,98532,52,Doctor,0,6
1411,1,38,120825,24,Executive,9,7
1412,1,51,58006,83,Executive,1,5
1413,0,20,106941,73,Artist,1,1
1414,0,43,129782,31,Entertainment,1,2
1415,0,93,121513,90,Engineer,0,6
1416,1,54,79925,30,Healthcare,0,3
1417,0,23,112089,74,Healthcare,7,7
1418,1,1,138656,27,,3,4
1419,1,64,146794,90,Healthcare,8,3
1420,1,55,75033,30,Engineer,5,5
1421,1,85,149969,78,Executive,0,6
1422,1,20,124852,39,Healthcare,5,5
1423,0,73,154837,42,Executive,8,4
1424,1,53,145678,55,Executive,0,1
1425,1,7,137354,89,Artist,8,7
1426,1,50,136660,48,Entertainment,1,3
1427,1,12,63334,99,Artist,0,6
1428,0,37,62893,29,Executive,1,5
1429,0,78,163514,89,Doctor,9,2
1430,0,29,145934,40,Marketing,10,2
1431,1,54,119223,58,Lawyer,10,7
1432,0,89,127479,18,Doctor,10,2
1433,1,25,136146,98,Artist,6,6
1434,1,14,76001,46,Artist,7,3
1435,1,12,84885,24,Healthcare,6,2
1436,1,18,82812,1,Artist,6,2
1437,0,74,51260,43,Entertainment,5,5
1438,0,21,159572,42,Healthcare,5,5
1439,0,9,130186,88,Artist,9,7
1440,1,49,176954,57,Artist,5,6
1441,0,58,85908,99,Artist,5,4
1442,1,16,75831,5,Healthcare,10,7
1443,1,55,123045,56,Engineer,7,3
1444,1,31,161211,10,Lawyer,9,1
1445,1,59,81702,27,Marketing,6,4
1446,1,25,173043,3,Artist,8,6
1447,0,63,126380,90,Artist,6,1
1448,1,60,128205,27,Healthcare,6,5
1449,1,41,181355,73,Artist,10,3
1450,1,84,97931,70,Healthcare,9,7
1451,0,72,146432,25,Artist,6,1
1452,1,97,125731,41,Artist,6,4
1453,1,43,132701,70,Healthcare,5,2
1454,1,63,116095,8,Artist,5,1
1455,1,7,135773,42,Artist,9,5
1456,0,54,136417,45,Healthcare,9,6
1457,0,27,80783,82,Artist,9,3
1458,0,28,182580,60,Executive,6,6
1459,1,84,143567,48,Artist,7,2
1460,0,71,85908,85,Entertainment,5,4
1461,1,88,139806,99,Entertainment,4,4
1462,1,75,77269,24,Artist,8,1
1463,1,96,105968,65,Engineer,4,5
1464,1,83,125660,19,Engineer,10,4
1465,1,86,98444,76,Entertainment,7,4
1466,0,60,179503,9,Artist,4,3
1467,1,5,60575,14,Engineer,5,2
1468,1,65,75685,19,Marketing,7,3
1469,1,49,85374,45,Artist,8,5
1470,1,78,128642,19,Marketing,5,6
1471,0,25,182292,78,Artist,7,5
1472,1,5,124702,94,Artist,10,3
1473,1,58,127833,2,Artist,7,7
1474,1,80,178866,97,Artist,8,4
1475,1,94,183643,51,Artist,5,5
1476,0,62,113306,4,Executive,5,6
1477,0,20,84008,77,Artist,8,4
1478,0,85,85758,35,Lawyer,10,4
1479,1,72,63128,45,Engineer,8,7
1480,0,95,70174,6,Executive,10,6
1481,1,97,170133,42,Engineer,5,5
1482,1,25,165978,42,Artist,7,3
1483,1,17,149727,78,Artist,7,3
1484,1,19,147052,86,,9,4
1485,1,59,113389,79,Doctor,4,6
1486,0,30,111690,73,Entertainment,10,4
1487,1,63,184830,60,Doctor,9,3
1488,1,23,91549,23,Artist,4,3
1489,1,97,94629,17,Marketing,6,3
1490,1,97,167558,99,Artist,4,7
1491,0,94,119189,57,Artist,9,3
1492,1,28,96207,67,Artist,5,5
1493,0,21,85339,6,Doctor,4,7
1494,1,25,111942,7,Artist,5,5
1495,1,48,157003,45,Engineer,5,4
1496,1,53,117123,23,Artist,9,7
1497,1,97,172747,76,Artist,7,2
1498,0,33,157358,52,Healthcare,7,4
1499,0,5,156655,20,Entertainment,4,5
1500,0,72,166043,93,Doctor,7,6
1501,0,40,67768,15,Doctor,10,6
1502,0,34,171353,34,Doctor,8,4
1503,1,63,116971,76,Executive,7,5
1504,1,85,97822,38,Doctor,5,3
1505,1,86,117203,83,Healthcare,10,3
1506,1,63,88720,100,Artist,10,1
1507,1,9,173233,18,,5,1
1508,1,76,139447,36,Artist,8,7
1509,0,19,179269,93,Entertainment,6,3
1510,1,84,136254,90,Engineer,5,6
1511,0,38,174594,56,Executive,8,2
1512,1,1,100429,19,Entertainment,9,1
1513,1,30,73107,48,Artist,9,1
1514,1,86,98344,25,Artist,6,6
1515,0,21,163509,21,Healthcare,10,1
1516,0,15,116204,16,Engineer,8,2
1517,1,87,95853,53,Healthcare,9,1
1518,0,40,156411,70,Artist,6,5
1519,0,2,72889,36,Homemaker,5,7
1520,1,63,106691,79,Healthcare,9,3
1521,0,26,144832,42,Artist,5,3
1522,0,29,132297,53,Entertainment,8,1
1523,1,7,170345,3,Executive,9,5
1524,0,28,157383,13,Lawyer,8,2
1525,1,99,150782,18,Executive,8,2
1526,0,69,143987,87,Healthcare,10,5
1527,1,13,129659,59,Entertainment,6,7
1528,0,73,104826,36,Healthcare,5,1
1529,1,4,181471,59,Healthcare,10,4
1530,1,42,152547,56,Artist,7,4
1531,0,43,85347,9,Doctor,1,1
1532,1,79,122828,32,Executive,0,5
1533,0,18,107794,17,Engineer,0,5
1534,0,39,152566,11,Entertainment,1,7
1535,1,41,91715,99,Entertainment,0,3
1536,1,60,99222,48,Artist,1,6
1537,1,39,70280,99,Engineer,0,4
1538,1,90,70030,86,Healthcare,1,2
1539,1,83,102083,24,Artist,1,1
1540,1,92,166163,87,Engineer,8,5
1541,1,6,182871,27,Engineer,8,6
1542,0,50,187545,61,Executive,4,6
1543,0,90,182910,86,Entertainment,0,1
1544,1,13,174530,30,Lawyer,1,6
1545,1,27,115438,37,Artist,0,6
1546,1,93,93964,80,Artist,4,2
1547,1,61,180341,75,Healthcare,1,3
1548,1,91,107323,1,Engineer,7,7
1549,1,79,119435,55,Entertainment,0,7
1550,1,80,68341,22,Artist,13,6
1551,1,16,95365,60,Artist,0,5
1552,0,4,131093,79,Lawyer,1,7
1553,1,34,100621,3,Healthcare,1,1
1554,0,10,116521,47,Doctor,0,2
1555,1,3,136316,88,Executive,0,3
1556,0,96,172039,51,Lawyer,0,6
1557,1,48,70844,22,Entertainment,0,3
1558,0,25,100964,96,Marketing,1,6
1559,1,98,128037,39,Entertainment,6,2
1560,0,84,97081,75,Marketing,1,3
1561,0,88,92247,47,Marketing,0,6
1562,0,86,129914,92,Artist,1,3
1563,1,0,94014,53,Engineer,9,5
1564,1,56,138864,93,Artist,0,5
1565,0,6,169299,46,Marketing,1,5
1566,0,2,119097,40,Healthcare,0,7
1567,1,73,68161,23,Doctor,1,2
1568,1,38,181108,32,Homemaker,1,1
1569,0,37,87764,59,Engineer,9,7
1570,1,41,102543,54,Artist,7,3
1571,0,94,139417,13,Artist,1,3
1572,1,57,81802,29,Homemaker,9,1
1573,1,96,102788,51,Artist,0,1
1574,1,59,163179,19,Healthcare,1,7
1575,0,87,71318,22,Healthcare,1,3
1576,0,55,63683,34,Healthcare,3,1
1577,1,16,189689,37,Healthcare,8,5
1578,0,82,121610,36,Artist,0,5
1579,1,83,150682,25,Artist,1,1
1580,1,96,124550,46,Marketing,0,3
1581,0,55,148875,99,Artist,0,4
1582,0,6,107117,44,Artist,1,3
1583,0,33,109223,43,Engineer,1,5
1584,1,0,120899,7,Marketing,2,6
1585,1,27,101948,31,Artist,0,5
1586,0,72,143169,58,Engineer,0,4
1587,1,13,167619,4,Healthcare,7,6
1588,1,19,181795,59,Healthcare,3,5
1589,1,48,186445,41,Engineer,0,1
1590,1,58,102205,24,Artist,1,1
1591,1,21,52326,69,Healthcare,0,2
1592,0,91,82992,5,Entertainment,1,5
1593,0,44,145520,55,Homemaker,1,7
1594,1,80,104820,96,Artist,2,4
1595,1,28,69025,79,Entertainment,0,2
1596,0,74,164976,89,Entertainment,0,4
1597,1,79,178576,51,Executive,5,5
1598,1,42,72415,52,Marketing,0,5
1599,0,80,112146,24,Entertainment,0,3
1600,0,8,144830,43,Artist,0,1
1601,1,24,51661,79,Entertainment,0,7
1602,1,71,152910,90,Artist,1,6
1603,0,1,114556,64,Entertainment,0,7
1604,0,0,143455,62,Healthcare,1,6
1605,0,30,173096,92,Healthcare,0,3
1606,1,52,121172,97,Healthcare,5,4
1607,1,34,56492,15,Homemaker,8,1
1608,0,64,156422,39,Entertainment,1,7
1609,0,17,131863,94,Artist,1,7
1610,0,71,118096,36,Lawyer,0,3
1611,0,87,149685,30,Executive,9,6
1612,1,68,89765,28,Artist,0,7
1613,1,14,177701,49,Entertainment,0,6
1614,0,24,64738,67,Artist,0,6
1615,1,10,92734,28,Lawyer,1,4
1616,1,53,146877,47,Healthcare,4,3
1617,1,39,62935,60,Artist,0,7
1618,1,16,67178,17,Entertainment,8,3
1619,1,64,115754,35,Engineer,1,3
1620,1,41,186470,21,Artist,0,7
1621,0,16,100939,34,Healthcare,7,6
1622,1,94,86172,55,Artist,4,4
1623,1,40,184222,17,Healthcare,0,2
1624,0,81,71543,1,Entertainment,1,4
1625,1,18,174836,63,Healthcare,0,4
1626,1,78,130706,72,,3,6
1627,0,8,74407,100,Doctor,0,6
1628,0,64,130055,46,Healthcare,2,1
1629,0,45,88707,81,Healthcare,0,5
1630,0,99,162762,52,Healthcare,1,1
1631,0,59,154821,77,Doctor,0,2
1632,0,53,57248,66,Lawyer,5,5
1633,1,66,99902,54,Engineer,10,2
1634,1,1,165711,50,Artist,1,2
1635,0,73,97455,55,,6,4
1636,1,34,93866,43,Entertainment,9,2
1637,1,1,141307,17,Healthcare,1,3
1638,0,73,172011,9,Doctor,1,5
1639,0,90,68138,18,Healthcare,2,7
1640,1,32,123246,100,Homemaker,8,6
1641,1,47,124194,32,Doctor,1,7
1642,0,15,188696,87,Homemaker,8,3
1643,1,78,91213,84,Lawyer,3,5
1644,1,83,166650,99,Healthcare,1,3
1645,0,2,52727,60,Artist,1,3
1646,0,75,126469,86,Entertainment,1,2
1647,0,45,138775,17,Executive,0,7
1648,1,49,68901,70,Doctor,7,7
1649,1,41,118621,7,Homemaker,0,7
1650,0,34,109263,77,Entertainment,0,1
1651,0,82,150012,83,Healthcare,3,6
1652,0,37,133850,85,Marketing,9,3
1653,1,25,81640,95,Entertainment,1,6
1654,1,52,133214,1,Marketing,9,7
1655,1,23,186723,42,Entertainment,8,5
1656,1,96,92100,23,Artist,9,3
1657,0,5,64484,10,Homemaker,0,5
1658,1,47,69024,3,Healthcare,4,5
1659,0,81,171194,55,Artist,0,5
1660,1,4,183282,34,Artist,1,1
1661,1,8,100099,74,Healthcare,1,3
1662,1,35,164435,26,Lawyer,1,3
1663,0,67,172407,60,Doctor,9,3
1664,1,9,84781,14,Executive,1,3
1665,0,82,186130,61,Lawyer,3,7
1666,1,2,56782,10,Artist,9,5
1667,0,95,137206,4,Artist,0,4
1668,1,9,146950,92,Doctor,6,5
1669,1,99,174275,4,Healthcare,0,2
1670,0,96,97705,41,Homemaker,8,2
1671,0,92,188984,69,Lawyer,1,4
1672,0,24,119238,55,Artist,1,3
1673,0,58,87923,19,Entertainment,0,5
1674,0,15,128573,97,Executive,1,1
1675,1,13,132374,96,Marketing,0,3
1676,1,51,135164,75,Artist,9,3
1677,0,9,165194,10,Artist,8,3
1678,0,0,126060,92,Doctor,1,3
1679,0,67,89366,55,Healthcare,9,3
1680,0,58,95172,77,Healthcare,1,5
1681,1,55,95975,49,Executive,0,1
1682,1,52,165573,59,Healthcare,0,7
1683,0,83,180887,59,Entertainment,1,1
1684,1,83,142720,86,Executive,0,1
1685,1,90,113460,54,Lawyer,1,7
1686,0,87,110434,20,Artist,7,3
1687,1,67,146016,38,Artist,1,6
1688,0,81,101073,67,Executive,0,7
1689,1,36,62617,10,Artist,9,3
1690,1,51,96028,37,Artist,0,5
1691,1,31,186334,37,Artist,0,1
1692,1,57,163473,52,Artist,0,1
1693,0,83,89819,59,Artist,4,2
1694,1,51,69388,33,Engineer,3,4
1695,1,15,134748,76,Marketing,1,6
1696,1,18,149915,94,Doctor,14,1
1697,1,88,104098,48,Healthcare,1,6
1698,0,70,80160,10,Artist,8,5
1699,0,9,124125,91,Artist,1,2
1700,0,6,170226,31,Lawyer,0,3
1701,1,8,53306,98,Engineer,0,2
1702,0,55,103933,31,Executive,6,3
1703,1,69,85401,10,Entertainment,4,6
1704,1,18,53812,32,Homemaker,9,5
1705,1,13,60771,50,Entertainment,1,7
1706,1,69,56398,75,Entertainment,8,3
1707,1,69,171118,91,Engineer,9,3
1708,0,69,79806,73,Healthcare,0,5
1709,1,89,150187,35,Healthcare,0,5
1710,1,45,129455,14,Lawyer,0,3
1711,1,75,116813,72,Entertainment,10,6
1712,1,54,95734,39,Homemaker,8,7
1713,0,33,76654,48,Artist,4,1
1714,0,67,86289,96,Artist,1,5
1715,0,26,176147,19,Healthcare,0,1
1716,1,5,142351,97,Entertainment,0,7
1717,0,65,186673,51,Doctor,1,1
1718,1,94,131521,62,Artist,0,6
1719,1,95,50223,15,Entertainment,8,1
1720,1,48,74308,23,Entertainment,1,2
1721,1,41,155881,22,Lawyer,0,7
1722,1,92,168303,16,Executive,9,4
1723,0,44,182748,58,Engineer,1,7
1724,1,35,52374,73,Artist,1,1
1725,1,34,86154,17,Doctor,1,2
1726,1,52,163612,51,Executive,0,5
1727,1,64,64756,17,Marketing,10,1
1728,0,62,185257,58,Artist,1,4
1729,0,58,78669,75,Artist,1,7
1730,0,15,164520,47,Artist,1,7
1731,1,65,92135,49,Homemaker,6,4
1732,0,20,103195,68,Doctor,0,7
1733,1,21,161663,36,Executive,1,7
1734,1,79,57039,34,Artist,2,6
1735,1,91,54754,4,Artist,0,2
1736,1,92,136531,76,Engineer,1,4
1737,0,62,120838,79,Artist,1,4
1738,0,94,127927,48,Doctor,0,4
1739,0,10,164214,77,Lawyer,0,4
1740,1,53,145498,66,Artist,8,4
1741,0,7,129215,69,Entertainment,9,6
1742,1,92,152429,76,Entertainment,0,2
1743,1,12,89252,31,Entertainment,0,5
1744,1,31,147447,23,Doctor,6,7
1745,1,93,74467,33,Lawyer,5,1
1746,1,66,127410,37,Engineer,8,2
1747,0,49,91290,44,Healthcare,7,7
1748,1,64,92812,97,Artist,5,7
1749,1,27,170166,18,Artist,10,4
1750,1,33,150823,75,Artist,4,1
1751,0,79,95839,30,Executive,7,2
1752,1,14,60175,60,Executive,9,7
1753,1,22,153024,91,Artist,10,7
1754,1,8,116858,67,Artist,5,7
1755,1,6,122961,47,Doctor,8,2
1756,0,81,141471,45,Artist,8,6
1757,0,69,76155,14,Healthcare,8,7
1758,0,0,108169,24,Executive,10,3
1759,1,61,139520,39,Artist,8,4
1760,0,62,182631,52,Artist,5,3
1761,1,95,177134,78,Healthcare,10,2
1762,1,32,181703,54,Lawyer,6,2
1763,1,13,61917,16,Artist,7,2
1764,1,1,140648,36,Executive,9,7
1765,1,63,176783,40,Doctor,9,4
1766,0,75,59741,67,Artist,10,5
1767,1,43,156567,89,Engineer,7,6
1768,1,29,110309,21,Artist,6,2
1769,1,82,111077,55,Artist,9,7
1770,1,87,170333,96,Entertainment,4,2
1771,0,66,183339,39,Artist,7,4
1772,1,99,84167,46,Artist,10,7
1773,1,54,184815,50,Lawyer,6,3
1774,1,49,122556,74,Artist,9,7
1775,1,60,174768,66,Entertainment,9,2
1776,0,75,172309,82,Executive,4,1
1777,0,77,117920,4,Doctor,10,4
1778,0,34,134882,61,Artist,10,3
1779,1,63,77259,11,Lawyer,6,6
1780,0,38,170019,38,Artist,7,2
1781,1,68,176884,94,Engineer,10,2
1782,1,80,106709,93,Marketing,10,2
1783,1,8,168723,31,Homemaker,7,2
1784,1,86,90228,68,Engineer,7,5
1785,1,1,89473,85,Lawyer,10,4
1786,0,56,131911,42,Healthcare,7,7
1787,1,14,140107,63,Marketing,6,6
1788,1,4,170403,44,Artist,4,5
1789,1,58,51416,46,,7,5
1790,1,6,52648,2,Artist,5,2
1791,0,17,125471,48,Engineer,7,1
1792,1,55,106153,62,Artist,10,1
1793,0,14,124785,28,Lawyer,7,2
1794,1,22,101474,14,Homemaker,10,2
1795,1,8,141359,65,Healthcare,4,5
1796,1,70,57596,96,Artist,4,1
1797,1,67,78489,81,Artist,7,5
1798,0,50,112957,71,Executive,5,3
1799,0,72,82377,37,Engineer,9,2
1800,0,76,82315,53,Engineer,6,1
1801,0,80,93253,51,Artist,4,5
1802,0,20,189650,60,Lawyer,8,4
1803,1,89,114858,53,Artist,10,1
1804,1,18,62151,18,Artist,8,2
1805,1,75,135159,12,Engineer,7,6
1806,1,5,126263,55,Marketing,6,3
1807,1,79,123064,41,Artist,10,4
1808,1,31,181773,40,Healthcare,8,1
1809,0,92,171794,65,Artist,6,5
1810,1,15,156339,27,Homemaker,6,2
1811,0,94,65483,84,Marketing,10,7
1812,1,35,145654,22,Executive,6,3
1813,1,68,91609,43,Entertainment,8,1
1814,1,29,53002,73,Lawyer,5,5
1815,0,87,115699,61,Healthcare,9,1
1816,0,33,149609,44,Executive,9,2
1817,1,29,165254,7,Executive,9,7
1818,0,43,50418,49,Healthcare,5,1
1819,0,43,103531,90,Artist,10,5
1820,1,66,184060,98,Artist,10,5
1821,0,23,75961,70,Executive,5,7
1822,0,87,174163,28,Artist,4,2
1823,1,81,105255,54,Executive,8,3
1824,0,42,51860,4,Lawyer,4,5
1825,1,32,185218,83,Healthcare,4,6
1826,0,7,189709,18,Artist,6,6
1827,1,91,134665,66,Artist,7,2
1828,0,95,91352,9,Doctor,7,3
1829,1,10,154623,21,Artist,6,6
1830,1,20,113767,88,Artist,6,2
1831,0,5,160469,61,Lawyer,8,1
1832,1,84,99418,27,Artist,4,2
1833,0,54,56215,34,Healthcare,10,4
1834,0,12,55639,63,Healthcare,8,1
1835,1,90,62504,99,Artist,10,4
1836,1,19,151382,38,Lawyer,1,1
1837,1,91,156574,96,Marketing,0,7
1838,1,90,60998,35,Entertainment,1,7
1839,1,60,108509,36,Doctor,0,2
1840,1,68,85540,49,Homemaker,9,1
1841,1,43,73915,47,Artist,11,2
1842,0,52,148901,77,Healthcare,4,4
1843,0,81,152602,91,Entertainment,0,1
1844,1,54,58999,22,Entertainment,7,3
1845,1,43,133740,37,Artist,5,4
1846,1,20,113217,41,Lawyer,9,1
1847,1,71,60209,46,Artist,1,3
1848,1,26,145491,72,Entertainment,9,5
1849,1,75,61393,65,Doctor,7,5
1850,1,52,133252,55,Artist,1,1
1851,1,40,187234,14,Doctor,0,5
1852,0,5,145563,60,Entertainment,9,6
1853,1,46,165810,38,Healthcare,3,5
1854,0,98,125181,30,Artist,0,7
1855,1,84,56809,96,Healthcare,1,2
1856,0,35,69419,68,Healthcare,9,1
1857,1,78,70689,54,Artist,1,4
1858,0,64,55011,53,Artist,1,7
1859,1,98,87955,79,Engineer,0,2
1860,0,66,153660,24,Healthcare,0,5
1861,0,32,104494,28,Healthcare,6,4
1862,0,22,184443,44,Executive,3,7
1863,1,17,150778,35,Entertainment,1,7
1864,1,22,88729,81,Engineer,1,1
1865,0,9,151902,18,Artist,0,2
1866,0,24,51604,4,Artist,0,2
1867,1,8,157316,75,Artist,9,3
1868,1,52,125508,15,Artist,1,6
1869,0,62,186157,54,Healthcare,1,1
1870,1,37,169381,45,Entertainment,0,4
1871,0,68,110195,47,Homemaker,9,2
1872,1,63,81199,80,Entertainment,1,2
1873,1,15,58459,67,Executive,0,6
1874,1,44,173682,89,Artist,12,6
1875,0,18,162983,16,Entertainment,0,6
1876,0,30,94480,1,Executive,0,4
1877,1,69,168710,80,Doctor,1,4
1878,0,16,150193,83,Engineer,2,2
1879,1,71,91823,74,Artist,1,4
1880,1,24,173091,24,Entertainment,6,2
1881,0,57,102692,94,Healthcare,0,2
1882,0,97,156812,77,Healthcare,0,6
1883,0,68,51468,48,Artist,0,3
1884,1,11,114071,37,Healthcare,0,2
1885,1,63,155638,81,,1,4
1886,0,68,129971,61,Artist,8,3
1887,1,69,104160,77,Engineer,4,4
1888,1,77,124995,66,Healthcare,0,1
1889,1,73,180437,50,Entertainment,1,5
1890,1,19,134644,96,Executive,1,2
1891,1,1,130089,67,Artist,0,5
1892,0,71,149318,27,Artist,4,1
1893,0,6,125591,79,Healthcare,8,6
1894,1,68,173047,17,Healthcare,0,3
1895,1,39,61298,91,Artist,0,5
1896,0,75,132993,55,Entertainment,8,2
1897,1,65,72313,36,Lawyer,1,5
1898,1,30,84885,9,Entertainment,6,5
1899,0,46,126228,95,Marketing,8,2
1900,0,40,51199,29,Executive,7,7
1901,1,40,54631,70,Artist,0,6
1902,1,20,131810,16,Healthcare,5,7
1903,0,88,138482,59,Marketing,8,4
1904,0,85,74081,87,Healthcare,4,3
1905,0,94,112426,54,Engineer,9,6
1906,1,52,164038,53,,5,4
1907,1,68,53552,97,Marketing,7,6
1908,0,15,142147,78,Artist,8,4
1909,0,4,180324,41,Artist,9,2
1910,0,59,149067,78,Doctor,9,7
1911,0,32,184408,38,Entertainment,6,7
1912,1,8,59116,45,Artist,10,6
1913,1,92,174786,94,Executive,4,3
1914,0,9,71076,2,Artist,8,1
1915,1,41,56837,4,Healthcare,8,4
1916,1,18,134752,47,Engineer,6,5
1917,1,78,112887,80,Entertainment,9,6
1918,1,0,73128,74,Artist,7,5
1919,1,11,152765,17,Healthcare,8,1
1920,1,36,140637,19,Executive,8,7
1921,0,46,137973,50,Healthcare,7,7
1922,1,95,126791,34,Artist,6,4
1923,1,97,75125,89,Executive,8,3
1924,0,2,101718,11,Executive,8,3
1925,1,94,69654,30,Homemaker,4,4
1926,1,0,105935,46,Doctor,4,5
1927,0,3,74607,69,Healthcare,6,1
1928,0,77,151985,29,Healthcare,4,7
1929,0,70,76892,64,Executive,5,2
1930,0,58,87602,25,Executive,5,3
1931,0,72,182317,46,Healthcare,8,6
1932,0,90,158280,92,Executive,6,7
1933,1,23,59905,79,,7,5
1934,1,87,128153,42,Artist,7,6
1935,0,64,142612,58,Doctor,4,6
1936,1,15,180163,9,Doctor,10,7
1937,1,14,68009,17,Artist,9,3
1938,0,54,166183,65,Artist,7,6
1939,0,76,132537,44,Doctor,5,3
1940,1,76,146308,49,Artist,5,1
1941,1,52,63454,38,Artist,5,5
1942,0,96,110519,6,Artist,9,4
1943,1,55,66728,50,Healthcare,10,5
1944,1,54,170638,64,Artist,4,5
1945,0,19,129635,100,Artist,6,4
1946,0,29,133587,74,Marketing,5,3
1947,0,96,126225,47,Engineer,7,4
1948,1,20,148776,21,Artist,8,5
1949,1,91,142602,64,Lawyer,7,6
1950,0,37,102413,38,Healthcare,5,5
1951,0,42,68765,69,Entertainment,4,1
1952,0,1,57522,75,Artist,10,5
1953,1,58,149237,80,Entertainment,8,6
1954,1,42,184844,24,Entertainment,6,1
1955,1,48,131656,45,Lawyer,9,6
1956,1,11,181026,39,Marketing,6,2
1957,0,59,101698,87,Artist,9,3
1958,1,45,152560,32,Entertainment,9,2
1959,0,73,142502,97,Doctor,5,1
1960,1,85,155432,21,Engineer,4,6
1961,1,70,108544,49,Entertainment,4,5
1962,1,52,106530,46,Engineer,7,2
1963,0,70,124359,51,Homemaker,7,7
1964,1,88,146970,90,Artist,7,6
1965,0,61,182176,96,Artist,9,5
1966,1,46,114435,34,Artist,8,3
1967,0,65,134213,32,Homemaker,8,4
1968,1,84,115580,73,Entertainment,8,5
1969,1,76,124034,88,Executive,10,2
1970,0,31,67894,42,Doctor,9,1
1971,0,55,107099,89,Executive,4,6
1972,0,45,140263,88,Entertainment,10,5
1973,0,98,104249,12,Engineer,5,2
1974,0,40,168821,36,Executive,4,5
1975,1,14,153145,59,Healthcare,8,6
1976,1,41,128960,43,Executive,9,4
1977,0,60,127438,82,Engineer,7,2
1978,0,60,125968,100,Lawyer,8,2
1979,0,84,104589,85,Artist,10,2
1980,0,0,165321,93,Doctor,8,1
1981,1,10,86925,76,Artist,7,2
1982,1,62,149797,19,Artist,5,6
1983,0,33,137094,68,Lawyer,4,1
1984,1,52,55395,41,Marketing,10,1
1985,1,2,153622,51,Lawyer,6,6
1986,0,27,74050,44,Entertainment,8,1
1987,1,4,68094,61,Doctor,4,7
1988,0,63,59244,80,Artist,7,1
1989,1,54,118944,77,Artist,4,4
1990,1,47,75293,55,Doctor,6,7
1991,1,30,166983,69,Artist,7,3
1992,1,97,129444,96,Entertainment,5,6
1993,0,94,181183,24,Marketing,9,3
1994,1,64,175254,100,Artist,9,5
1995,1,19,54121,89,Engineer,6,3
1996,1,71,184387,40,Artist,8,7
1997,1,91,73158,32,Doctor,7,7
1998,0,87,90961,14,Healthcare,9,2
1999,0,77,182109,4,Executive,7,2
2000,0,90,110610,52,Entertainment,5,2
